Amêndoa miolo torrada sem pele,Leguminosas frutos secos,650.0,56.8,4.7,35.1,14.5,14.1,0.0,7.1,5.0,0.0,2.1,12.2,21.6,0.015,0.0,0.0,0.0,0.0,0.0,0.025,1.3E-4,5.7E-4,0.0021,0.0056,0.0035,9.0E-5,0.0,0.0,3.7E-5,3.0,0.006,0.86,0.27,0.41,0.26,0.0041,0.0032
Amendoim miolo,Leguminosas frutos secos,589.0,47.7,8.5,21.8,14.8,14.3,0.0,10.1,4.8,0.0,5.3,8.8,25.4,0.018,0.0,0.0,0.0,0.0,0.0,0.0099,9.0E-4,1.3E-4,0.015,0.02,0.0055,4.4E-4,0.0,0.0,1.1E-4,2.6,0.007,0.68,0.062,0.38,0.18,0.0022,0.0032
Amendoim miolo torrado com sal,Leguminosas frutos secos,614.0,51.8,9.2,23.7,16.1,15.5,0.0,6.6,3.6,0.0,3.0,8.3,26.2,1.05,0.0,0.0,0.0,0.0,0.0,6.6E-4,2.2E-4,1.3E-4,0.014,0.019,0.0052,4.7E-4,0.0,0.0,5.2E-5,3.6,0.42,0.82,0.035,0.36,0.16,0.0012,0.0027
Amendoim miolo torrado sem sal,Leguminosas frutos secos,605.0,49.6,8.8,22.7,15.4,14.8,0.0,9.5,4.5,0.0,5.0,8.9,25.6,0.015,0.0,0.0,0.0,0.0,0.0,0.0011,2.2E-4,1.3E-4,0.014,0.02,0.0055,4.7E-4,0.0,0.0,6.6E-5,3.6,0.006,0.74,0.057,0.37,0.16,0.0021,0.003
Avelã miolo,Leguminosas frutos secos,689.0,66.3,4.9,52.2,6.2,6.1,0.0,6.0,3.9,0.0,2.1,6.1,14.0,0.005,0.0,0.0,0.0,0.0,0.0,0.025,3.0E-4,1.6E-4,0.0018,0.0052,0.0034,5.9E-4,0.0,0.0,7.3E-5,2.45,0.002,0.73,0.25,0.27,0.16,0.003,0.002
Azeitona,Leguminosas frutos secos,180.0,18.5,2.9,9.6,2.2,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4,5.25,0.0,0.0,0.039,0.236,0.0,0.002,2.0E-5,7.0E-5,5.0E-4,7.0E-4,2.0E-4,2.0E-5,0.0,0.0,0.0,5.1,2.1,0.06,0.054,0.014,0.022,0.0016,2.0E-4
Batata crua,Leguminosas frutos secos,90.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,1.2,0.0,18.0,1.6,2.5,0.022,0.0,0.0,0.0,0.0,0.0,6.0E-5,2.1E-4,2.0E-5,0.0014,0.002,6.0E-4,4.4E-4,0.0,0.014,3.5E-5,0.74,0.009,0.45,0.009,0.042,0.013,2.0E-4,2.0E-4
Batata doce crua,Leguminosas frutos secos,123.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,7.9,0.0,20.4,2.7,1.0,0.052,0.0,0.0,0.65,3.9,0.0,0.0046,1.7E-4,0.0,5.0E-4,8.0E-4,3.0E-4,9.0E-5,0.0,0.025,1.7E-5,0.67,0.021,0.35,0.024,0.032,0.014,4.0E-4,3.0E-4
Castanha miolo,Leguminosas frutos secos,194.0,1.1,0.2,0.4,0.4,0.4,0.0,39.8,9.8,0.0,30.0,6.1,3.1,0.022,0.0,0.0,0.011,0.064,0.0,0.0012,2.2E-4,1.2E-4,5.0E-4,0.0011,6.0E-4,3.5E-4,0.0,0.051,6.1E-5,1.1,0.009,0.5,0.02,0.063,0.033,8.0E-4,5.0E-4
Coco seco ralado,Leguminosas frutos secos,648.0,62.0,53.3,4.1,1.1,1.0,0.0,6.4,6.4,0.0,0.0,21.1,5.6,0.07,0.0,0.0,0.0,0.0,0.0,0.0013,3.0E-5,5.0E-5,9.0E-4,0.002,0.0011,9.0E-5,0.0,0.0,9.0E-6,2.0,0.028,0.66,0.022,0.16,0.09,0.0036,9.0E-4
Ervilhas grão congeladas cruas,Leguminosas frutos secos,68.0,0.5,0.1,0.1,0.2,0.2,0.0,7.0,1.4,1.2,4.4,7.0,5.3,0.028,0.0,0.0,0.067,0.4,0.0,1.8E-4,3.2E-4,2.0E-5,0.0018,0.0026,8.0E-4,1.0E-4,0.0,0.014,5.8E-5,0.8,0.011,0.21,0.032,0.096,0.017,0.0011,9.0E-4
Ervilhas vagens cruas,Leguminosas frutos secos,33.0,0.2,0.0,0.1,0.1,0.1,0.0,3.9,2.9,0.0,1.0,1.5,3.1,0.01,0.0,0.0,0.033,0.2,0.0,1.8E-4,1.7E-4,1.4E-4,5.0E-4,0.001,5.0E-4,1.6E-4,0.0,0.03,7.0E-6,0.48,0.004,0.15,0.054,0.039,0.025,7.0E-4,6.0E-4
Favas frescas cruas,Leguminosas frutos secos,80.0,0.5,0.1,0.0,0.3,0.1,0.0,8.5,1.6,0.5,6.4,6.1,7.4,0.018,0.0,0.0,0.011,0.064,0.0,4.6E-4,4.0E-5,4.0E-5,0.0012,0.0024,0.0012,6.0E-5,0.0,0.023,1.5E-4,0.84,0.007,0.27,0.025,0.087,0.032,0.0012,0.001
Favas secas cruas,Leguminosas frutos secos,301.0,1.3,0.2,0.3,0.5,0.5,0.0,32.8,6.2,2.3,24.3,27.6,25.8,0.032,0.0,0.0,0.005,0.03,0.0,4.6E-4,4.3E-4,2.6E-4,0.0026,0.0067,0.0041,3.7E-4,0.0,0.0,1.5E-4,3.5,0.013,1.09,0.1,0.33,0.2,0.005,0.0032
Feijão branco cru,Leguminosas frutos secos,318.0,1.4,0.3,0.4,0.4,0.4,0.0,43.9,2.6,3.8,37.5,22.9,21.0,0.11,0.0,0.0,0.0,0.0,0.0,2.0E-4,3.5E-4,1.7E-4,0.0012,0.0046,0.0034,3.5E-4,0.0,0.0,3.0E-4,2.8,0.043,1.16,0.18,0.31,0.18,0.0061,0.0028
Feijão frade cru,Leguminosas frutos secos,342.0,1.3,0.6,0.1,0.9,0.9,0.0,55.3,3.1,3.9,48.3,9.4,22.6,0.045,0.0,0.0,0.005,0.03,0.0,3.0E-4,5.4E-4,1.8E-4,0.0021,0.0069,0.0048,3.7E-4,0.0,0.001,6.3E-4,3.2,0.018,1.1,0.081,0.41,0.13,0.0052,0.0035
Feijão manteiga cru,Leguminosas frutos secos,316.0,1.4,0.3,0.4,0.4,0.4,0.0,42.6,2.5,3.6,36.5,22.9,21.8,0.032,0.0,0.0,0.0,0.0,0.0,3.0E-4,6.1E-4,1.9E-4,0.0014,0.0049,0.0035,6.0E-4,0.0,0.0,3.6E-4,3.0,0.013,1.37,0.16,0.3,0.14,0.0078,0.0049
Feijão verde fresco cru,Leguminosas frutos secos,32.0,0.3,0.1,0.0,0.2,0.1,0.0,3.8,2.8,0.0,1.0,3.0,1.9,0.005,0.0,0.0,0.043,0.26,0.0,2.0E-4,5.0E-5,7.0E-5,7.0E-4,0.0012,5.0E-4,5.0E-5,0.0,0.017,8.0E-5,0.98,0.002,0.25,0.04,0.035,0.017,7.0E-4,2.0E-4
Grão-de-bico cru,Leguminosas frutos secos,354.0,5.0,0.5,1.0,2.5,2.5,0.0,51.4,2.8,3.4,45.2,13.5,19.0,0.015,0.0,0.0,0.01,0.06,0.0,0.0027,4.1E-4,1.5E-4,0.0019,0.0044,0.0025,5.0E-4,0.0,0.003,1.8E-4,3.0,0.006,0.98,0.14,0.24,0.1,0.0063,0.0025
Lentilhas secas cruas,Leguminosas frutos secos,321.0,0.7,0.1,0.1,0.3,0.3,0.0,47.6,1.2,3.1,43.3,11.8,25.2,0.03,0.0,0.0,0.01,0.06,0.0,0.0,4.3E-4,2.7E-4,0.0019,0.0053,0.0034,9.3E-4,0.0,0.0,1.1E-4,2.4,0.012,0.94,0.074,0.36,0.11,0.0068,0.0039
Noz miolo,Leguminosas frutos secos,699.0,67.5,5.4,15.0,47.0,38.0,0.0,3.6,2.6,0.0,1.0,5.2,16.7,0.03,0.0,0.0,0.0,0.0,0.0,0.0038,3.3E-4,1.4E-4,9.0E-4,0.0036,0.0027,6.7E-4,0.0,0.001,6.6E-5,1.98,0.012,0.5,0.09,0.29,0.16,0.0026,0.0027
Pinhão miolo,Leguminosas frutos secos,622.0,51.7,3.5,15.0,31.0,30.0,0.0,5.0,2.4,0.0,2.6,1.9,33.2,0.0025,0.0,0.0,0.0,0.0,0.0,0.01,3.9E-4,2.2E-4,0.0027,0.0089,0.0062,1.1E-4,0.0,0.0,5.7E-5,4.26,0.001,0.78,0.054,0.35,0.27,0.0047,0.0065
Tremoço cozido e salgado,Leguminosas frutos secos,126.0,2.4,0.3,1.0,0.6,0.5,0.0,7.2,0.5,0.0,6.7,4.8,16.4,2.28,0.0,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-5,5.0E-4,0.0027,0.0022,1.2E-4,0.0,0.0,1.1E-4,3.1,0.91,0.24,0.045,0.1,0.054,0.0055,0.0015
Iogurte batido magro com cereais,Leite e produtos lácteos,49.0,0.4,0.2,0.1,0.0,0.0,0.0,5.7,5.7,0.0,0.0,1.0,4.3,0.23,1.2,0.002,0.03,0.017,0.0,0.0,4.0E-5,2.5E-4,2.0E-4,0.0011,9.0E-4,4.0E-5,0.0,0.0,1.7E-6,0.75,0.092,0.2,0.12,0.1,0.017,3.0E-4,4.0E-4
Iogurte natural sólido magro,Leite e produtos lácteos,42.0,0.2,0.1,0.1,0.0,0.0,0.0,5.2,5.2,0.0,0.0,0.0,4.6,0.18,0.2,0.002,0.017,0.01,0.0,0.0,4.0E-5,2.7E-4,2.0E-4,0.0012,0.001,3.0E-5,0.0,0.0,1.5E-6,0.75,0.072,0.2,0.16,0.12,0.014,2.0E-4,6.0E-4
Leite de vaca UHT gordo,Leite e produtos lácteos,62.0,3.5,2.0,0.8,0.1,0.1,0.1,4.7,4.7,0.0,0.0,0.0,3.0,0.11,0.0,0.013,0.059,0.029,0.0,7.0E-5,4.0E-5,1.4E-4,2.0E-4,9.0E-4,7.0E-4,4.0E-5,1.8E-4,0.0,1.0E-6,0.75,0.043,0.16,0.11,0.077,0.009,1.0E-4,4.0E-4
Leite de vaca UHT meio gordo,Leite e produtos lácteos,47.0,1.6,0.9,0.4,0.0,0.0,0.1,4.9,4.9,0.0,0.0,0.0,3.3,0.1,0.0,0.008,0.022,0.012,0.0,3.0E-5,4.0E-5,1.8E-4,2.0E-4,9.0E-4,7.0E-4,5.0E-5,1.2E-4,0.0,1.0E-6,0.76,0.04,0.16,0.11,0.081,0.009,1.0E-4,5.0E-4
Nata não maturada UHT 35% gordura,Leite e produtos lácteos,335.0,35.0,20.0,7.9,1.0,0.9,1.2,3.1,3.1,0.0,0.0,0.0,1.8,0.07,0.0,0.074,0.479,0.247,2.0E-7,0.0019,2.0E-5,1.7E-4,3.0E-4,7.0E-4,4.0E-4,2.0E-5,1.7E-4,0.0,3.0E-6,0.4,0.028,0.098,0.061,0.052,0.005,2.0E-4,2.0E-4
Queijo creme para barrar,Leite e produtos lácteos,263.0,22.0,4.9,4.0,10.4,10.2,0.0,6.9,6.9,0.0,0.0,0.0,9.3,2.45,0.0,0.018,0.066,0.0,0.0,0.0076,4.0E-5,2.6E-4,0.0016,0.0038,0.0022,5.0E-5,3.0E-4,0.0,1.3E-5,4.0,0.98,0.22,0.3,0.66,0.018,2.0E-4,0.0013
Queijo flamengo 30% gordura,Leite e produtos lácteos,247.0,14.0,7.5,3.6,1.0,0.4,0.6,0.2,0.2,0.0,0.0,0.0,30.0,2.58,0.0,0.038,0.234,0.175,0.0,3.0E-4,5.0E-5,3.9E-4,4.0E-4,0.0074,0.007,8.0E-5,0.0018,0.0,3.5E-5,5.0,1.03,0.12,0.85,0.5,0.055,9.0E-4,0.0055
Queijo flamengo 45% gordura,Leite e produtos lácteos,316.0,23.4,12.6,6.0,0.9,0.7,1.1,0.2,0.2,0.0,0.0,0.0,26.0,2.12,0.3,0.069,0.268,0.201,2.0E-7,4.4E-4,4.0E-5,4.0E-4,4.0E-4,0.0065,0.0061,9.0E-5,0.002,0.0,3.9E-5,4.82,0.85,0.1,0.8,0.51,0.04,8.0E-4,0.0053
Queijo fundido 40% gordura,Leite e produtos lácteos,326.0,25.7,13.8,6.6,1.0,0.9,1.2,0.2,0.2,0.0,0.0,0.0,22.5,3.48,1.3,0.088,0.242,0.112,1.0E-7,4.9E-4,2.2E-4,3.2E-4,6.0E-4,0.0059,0.0053,8.0E-5,9.2E-4,0.0,1.8E-5,5.53,1.39,0.13,0.75,0.76,0.028,8.0E-4,0.0032
Requeijão 13% de proteína,Leite e produtos lácteos,187.0,12.7,6.8,3.3,0.5,0.4,0.6,5.1,5.1,0.0,0.0,0.0,13.0,0.7,0.0,0.046,0.139,0.048,0.0,0.0015,3.0E-5,2.8E-4,0.0015,0.0045,0.003,1.0E-5,8.0E-4,0.0,1.5E-5,3.8,0.28,0.21,0.47,0.3,0.024,3.0E-4,0.0011
Requeijão 8% de proteína,Leite e produtos lácteos,150.0,11.3,6.1,2.9,0.4,0.3,0.5,4.1,4.1,0.0,0.0,0.0,8.0,0.9,0.0,0.049,0.146,0.051,0.0,0.0011,2.0E-5,1.9E-4,0.0013,0.0032,0.0019,1.0E-5,6.0E-4,0.0,1.1E-5,3.5,0.36,0.15,0.3,0.19,0.019,1.0E-4,8.0E-4
Ovo  de galinha  inteiro cru,Ovos e ovoprodutos,149.0,10.8,2.7,3.9,2.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.35,0.0,0.408,0.19,0.0,1.7E-6,0.0023,7.0E-5,4.4E-4,4.0E-5,0.0038,0.0038,3.6E-4,0.001,0.0,5.0E-5,0.9,0.14,0.13,0.044,0.18,0.011,0.0021,0.0013
Ovo  de galinha  clara crua,Ovos e ovoprodutos,47.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.48,0.0,0.0,0.0,0.0,0.0,3.0E-5,4.0E-5,3.3E-4,3.0E-5,0.0032,0.0032,2.0E-5,1.0E-4,0.0,1.4E-5,1.3,0.19,0.14,0.006,0.013,0.012,1.0E-4,1.0E-4
Ovo  de galinha  gema crua,Ovos e ovoprodutos,342.0,30.9,8.3,11.7,4.6,3.9,0.1,0.0,0.0,0.0,0.0,0.0,16.0,0.12,0.0,1.28,0.5,0.0,4.9E-6,0.0046,2.4E-4,6.5E-4,1.0E-5,0.0047,0.0047,8.0E-4,0.0028,0.0,1.3E-4,1.7,0.048,0.09,0.13,0.48,0.011,0.0055,0.003
Abrótea cozida,Peixe produtos da pesca,78.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.9,0.0,0.026,0.001,0.0,4.0E-7,4.0E-5,3.0E-5,2.0E-5,4.7E-4,0.0041,0.0036,5.0E-5,4.0E-4,0.0,1.2E-5,2.0,0.36,0.36,0.013,0.27,0.036,2.0E-4,6.0E-4
Abrótea crua,Peixe produtos da pesca,70.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.16,0.0,0.022,0.001,0.0,4.0E-7,4.0E-5,3.0E-5,3.0E-5,5.6E-4,0.0038,0.0032,6.0E-5,4.4E-4,0.0,1.2E-5,1.1,0.063,0.36,0.011,0.23,0.028,2.0E-4,5.0E-4
Amêijoa aberta ao natural sem sal,Peixe produtos da pesca,131.0,1.8,0.4,0.2,0.4,0.0,0.0,5.2,0.0,0.0,5.2,0.0,23.4,1.22,0.0,0.088,0.175,0.0,2.0E-7,5.8E-4,6.0E-5,3.0E-4,0.0032,0.0082,0.005,7.0E-5,0.067,0.0,1.6E-5,2.0,0.49,0.16,0.1,0.36,0.21,0.017,0.0042
Amêijoa crua,Peixe produtos da pesca,65.0,0.9,0.2,0.1,0.2,0.0,0.0,2.6,0.0,0.0,2.6,0.0,11.7,0.6,0.0,0.044,0.097,0.0,1.0E-7,2.9E-4,4.0E-5,1.5E-4,0.0017,0.0042,0.0025,4.0E-5,0.037,0.0,9.5E-6,1.0,0.24,0.078,0.051,0.18,0.1,0.0085,0.0021
Amêijoas,Peixe produtos da pesca,89.0,2.5,0.4,1.3,0.4,0.121,0.0,3.2,0.3,0.0,2.9,0.4,12.8,0.65,0.5,0.047,0.11,0.034,1.0E-7,6.2E-4,5.0E-5,1.7E-4,0.0019,0.00461,0.00272,6.0E-5,0.04,0.009,1.2E-5,1.21,0.26,0.13,0.063,0.2,0.11,0.0093,0.0023
Bacalhau seco e salgado demolhado cru,Peixe produtos da pesca,80.0,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.7,0.0,0.052,0.004,0.0,4.5E-6,2.8E-4,5.0E-5,7.0E-5,7.6E-4,0.0043,0.0035,7.0E-5,9.5E-4,0.0,8.1E-6,3.4,1.48,0.036,0.033,0.12,0.023,2.0E-4,8.0E-4
Berbigão cru,Peixe produtos da pesca,59.0,0.7,0.1,0.1,0.3,0.0,0.0,2.7,0.0,0.0,2.7,0.0,10.5,0.95,0.0,0.03,0.0,0.0,0.0,0.0,5.0E-5,1.1E-4,0.0017,0.0039,0.0022,4.0E-5,0.041,0.0,1.8E-5,3.2,0.38,0.062,0.056,0.16,0.058,0.0059,0.0011
Camarão cozido,Peixe produtos da pesca,99.0,0.8,0.2,0.1,0.4,0.1,0.0,0.4,0.0,0.0,0.4,0.0,22.6,4.0,0.0,0.198,0.002,0.0,0.0,9.0E-4,3.0E-5,1.0E-5,0.0024,0.0072,0.0048,5.0E-5,0.0024,0.0,9.8E-6,5.0,1.6,0.23,0.11,0.19,0.038,0.0023,4.0E-4
Camarão cru,Peixe produtos da pesca,77.0,0.6,0.1,0.1,0.3,0.1,0.0,0.3,0.0,0.0,0.3,0.0,17.6,0.48,0.0,0.154,0.0,0.0,0.0,7.0E-4,3.0E-5,1.0E-5,0.002,0.0058,0.0038,5.0E-5,0.0021,0.0,9.0E-6,1.5,0.19,0.18,0.087,0.15,0.03,0.0018,3.0E-4
Carapau cru,Peixe produtos da pesca,105.0,2.9,0.7,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.2,0.0,0.036,0.015,0.0,4.1E-6,3.7E-4,1.5E-4,1.5E-4,0.005,0.0087,0.0037,3.6E-4,0.0057,0.0,1.5E-5,1.4,0.08,0.4,0.069,0.26,0.033,0.0012,0.0012
Cavala crua,Peixe produtos da pesca,202.0,13.4,3.6,3.7,4.7,0.2,0.3,0.0,0.0,0.0,0.0,0.0,20.3,0.2,0.0,0.045,0.028,0.0,2.4E-6,0.0013,1.3E-4,2.3E-4,0.009,0.013,0.0038,0.001,0.014,0.0,1.4E-5,1.4,0.078,0.36,0.039,0.28,0.037,0.0011,0.0022
Cherne cru,Peixe produtos da pesca,132.0,6.7,2.0,2.2,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.28,0.0,0.047,0.055,0.0,6.6E-6,0.0026,4.0E-5,3.0E-5,0.0018,0.0051,0.0033,2.4E-4,7.0E-4,0.0,6.0E-6,1.2,0.11,0.29,0.008,0.16,0.027,4.0E-4,7.0E-4
Chicharro cru,Peixe produtos da pesca,105.0,2.9,0.7,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.2,0.0,0.036,0.015,0.0,4.1E-6,3.7E-4,1.5E-4,1.5E-4,0.005,0.0087,0.0037,3.6E-4,0.0057,0.0,1.5E-5,1.4,0.08,0.4,0.069,0.26,0.033,0.0012,0.0012
Choco cru,Peixe produtos da pesca,79.0,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.5,0.0,0.076,0.009,0.0,0.0,9.4E-4,4.0E-5,3.0E-5,0.0011,0.0051,0.004,6.0E-5,0.0012,0.0,8.8E-6,1.4,0.2,0.32,0.008,0.27,0.049,1.0E-4,0.0017
Corvina crua,Peixe produtos da pesca,94.0,1.4,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.14,0.0,0.05,0.001,0.0,1.6E-5,4.5E-4,7.0E-5,1.4E-4,0.0027,0.0065,0.0038,2.9E-4,3.0E-4,0.0,1.2E-5,1.2,0.056,0.43,0.013,0.23,0.031,3.0E-4,5.0E-4
Dourada crua,Peixe produtos da pesca,167.0,9.8,2.1,3.6,2.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.15,0.0,0.051,0.011,0.0,1.2E-5,8.2E-4,2.0E-4,8.0E-5,0.0051,0.0088,0.0037,3.6E-4,0.0048,0.0,2.4E-5,1.4,0.059,0.38,0.015,0.25,0.028,4.0E-4,8.0E-4
Espadarte cru,Peixe produtos da pesca,97.0,2.9,0.7,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.18,0.0,0.045,0.0,0.0,1.3E-6,9.0E-5,1.1E-4,4.0E-5,0.0041,0.0074,0.0033,4.7E-4,0.0014,0.0,1.4E-5,1.3,0.072,0.39,0.005,0.26,0.03,6.0E-4,9.0E-4
Garoupa crua,Peixe produtos da pesca,95.0,1.4,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.32,0.0,0.037,0.05,0.0,7.0E-6,0.0026,3.0E-5,5.0E-5,0.0011,0.0049,0.0038,3.0E-4,0.001,0.0,6.0E-6,1.4,0.13,0.3,0.018,0.16,0.031,6.0E-4,5.0E-4
Goraz cru,Peixe produtos da pesca,100.0,2.7,0.7,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.25,0.0,0.036,0.019,0.0,1.5E-5,7.0E-4,5.0E-5,7.0E-5,0.0026,0.0061,0.0035,4.1E-4,0.001,0.0,1.5E-5,1.5,0.1,0.37,0.007,0.26,0.032,4.0E-4,7.0E-4
Imperador cru,Peixe produtos da pesca,80.0,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.18,0.0,0.032,0.01,0.0,2.7E-6,6.2E-4,1.0E-4,2.0E-5,0.0039,0.0074,0.0035,1.2E-4,3.6E-4,0.0,1.1E-5,1.1,0.072,0.32,0.014,0.21,0.032,2.0E-4,4.0E-4
Lagostim cru,Peixe produtos da pesca,89.0,0.5,0.1,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,20.9,0.8,0.0,0.068,0.0,0.0,0.0,9.0E-4,9.0E-5,4.0E-5,0.002,0.0059,0.0039,8.0E-5,0.001,0.0,1.1E-5,2.1,0.32,0.19,0.037,0.2,0.042,0.001,0.0015
Linguado cru,Peixe produtos da pesca,82.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.22,0.0,0.044,0.004,0.0,9.4E-6,3.2E-4,9.0E-5,1.3E-4,0.0028,0.0066,0.0038,3.3E-4,9.4E-4,0.0,1.0E-5,1.4,0.088,0.39,0.021,0.22,0.033,3.0E-4,6.0E-4
Lula crua,Peixe produtos da pesca,71.0,0.9,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.5,0.0,0.14,0.01,0.0,3.5E-6,0.0012,7.0E-5,2.0E-5,0.001,0.0044,0.0034,5.0E-5,0.0011,0.0,7.1E-6,1.3,0.2,0.22,0.018,0.26,0.049,3.0E-4,0.001
Maruca crua,Peixe produtos da pesca,70.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.3,0.0,0.028,0.009,0.0,4.0E-7,1.3E-4,4.0E-5,2.0E-5,6.7E-4,0.0039,0.0032,7.0E-5,4.8E-4,0.0,6.8E-6,1.0,0.12,0.26,0.025,0.18,0.025,2.0E-4,7.0E-4
Mexilhão cru,Peixe produtos da pesca,70.0,1.5,0.3,0.3,0.5,0.0,0.0,2.0,0.0,0.0,2.0,0.0,12.1,0.72,0.0,0.04,0.36,0.0,0.0,7.4E-4,1.0E-4,1.4E-4,0.0012,0.0038,0.0026,8.0E-5,0.019,0.0,3.7E-5,2.1,0.29,0.28,0.056,0.24,0.036,0.0035,0.0041
Ostra crua,Peixe produtos da pesca,65.0,1.7,0.3,0.3,0.5,0.0,0.0,3.9,0.0,0.0,3.9,0.0,8.6,0.92,0.0,0.053,0.085,0.0,0.0,8.5E-4,1.5E-4,1.9E-4,0.0019,0.0037,0.0018,1.3E-4,0.014,0.0,1.1E-5,2.7,0.37,0.26,0.066,0.14,0.036,0.008,0.091
Pargo legítimo cru,Peixe produtos da pesca,79.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.16,0.0,0.038,0.006,0.0,9.0E-6,4.5E-4,2.5E-4,2.0E-5,0.0048,0.0084,0.0036,5.0E-4,0.0021,0.0,1.0E-5,1.3,0.065,0.45,0.007,0.26,0.036,7.0E-4,7.0E-4
Pargo mulato cru,Peixe produtos da pesca,80.0,0.7,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.2,0.0,0.034,0.006,0.0,9.0E-7,0.0019,1.3E-4,6.0E-5,0.0016,0.0051,0.0035,2.2E-4,0.0013,0.0,7.0E-6,1.1,0.081,0.32,0.012,0.18,0.028,5.0E-4,8.0E-4
Peixe-espada-branco cru,Peixe produtos da pesca,117.0,4.0,1.0,1.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.19,0.0,0.038,0.017,0.0,1.1E-6,0.0012,5.0E-5,6.0E-5,0.0036,0.0074,0.0038,1.9E-4,0.0022,0.0,3.0E-5,1.3,0.077,0.25,0.016,0.18,0.026,4.0E-4,6.0E-4
Peixe-espada-preto cru,Peixe produtos da pesca,88.0,2.8,0.5,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.35,0.0,0.024,0.023,0.0,2.1E-6,0.0011,1.0E-5,4.0E-5,0.0018,0.0047,0.0029,1.6E-4,0.0017,0.0,8.3E-6,1.2,0.14,0.33,0.014,0.18,0.029,1.0E-4,5.0E-4
Pescada crua  valor médio ,Peixe produtos da pesca,83.0,1.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.25,0.0,0.019,0.01,0.0,1.4E-6,5.0E-4,7.0E-5,4.0E-5,0.0011,0.0044,0.0033,6.0E-5,7.2E-4,0.0,1.8E-5,1.3,0.1,0.36,0.031,0.19,0.031,3.0E-4,6.0E-4
Pescada da África do Sul crua,Peixe produtos da pesca,80.0,1.3,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.3,0.0,0.019,0.007,0.0,1.1E-6,4.0E-4,5.0E-5,4.0E-5,8.6E-4,0.0041,0.0032,4.0E-5,6.0E-4,0.0,1.3E-5,1.3,0.12,0.33,0.02,0.18,0.037,3.0E-4,6.0E-4
Pescada do Chile crua,Peixe produtos da pesca,86.0,1.5,0.3,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.21,0.0,0.019,0.005,0.0,1.3E-6,6.9E-4,1.0E-4,5.0E-5,0.0013,0.0047,0.0034,9.0E-5,8.4E-4,0.0,2.2E-5,1.3,0.085,0.38,0.043,0.2,0.026,3.0E-4,5.0E-4
Pescada europeia crua,Peixe produtos da pesca,75.0,0.8,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.17,0.0,0.019,0.003,0.0,5.6E-6,2.4E-4,2.0E-5,4.0E-5,0.0012,0.0044,0.0032,4.0E-5,6.3E-4,0.0,2.7E-5,1.1,0.069,0.41,0.015,0.22,0.026,5.0E-4,7.0E-4
